battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1154,0,1.1,1,2,1,5,0.2,98,1,13,539,1240.0,1470.0,12,0,12,1,0,0,0
1438,0,2.2,0,0,1,32,0.6,176,7,6,683,1663.0,869.0,19,13,9,1,1,1,0
1713,0,2.5,1,1,0,27,0.9,127,7,3,729,974.0,2406.0,13,10,20,1,0,1,1
797,1,1.5,1,4,0,18,0.6,81,8,20,888,1466.0,2052.0,9,3,14,1,1,1,0
846,1,2.6,0,0,1,58,0.1,123,4,15,1140,1983.0,1.0,16,8,13,1,0,0,1
1600,0,,1,1,0,19,0.6,88,6,9,831,1713.0,1179.0,10,3,18,0,0,1,0
591,1,0.5,1,1,1,16,0.9,90,6,17,892,1603.0,1.0,5,0,5,1,1,0,1
1886,0,,0,0,1,24,0.4,112,3,1,809,1958.0,1179.0,16,7,20,1,0,1,0
1541,1,,1,10,1,28,0.2,165,5,15,796,,1108.0,12,1,7,1,0,1,0
1871,1,2.0,0,7,1,20,0.1,81,7,14,88,,1.0,13,12,12,1,1,1,1
1330,0,1.1,0,11,0,37,0.7,126,7,20,1103,1637.0,2166.0,10,1,4,1,0,0,1
1237,1,,0,7,0,13,0.8,98,4,12,18,1004.0,2528.0,11,8,16,0,0,0,1
1426,0,1.6,0,4,1,12,0.7,174,5,16,1573,1694.0,1277.0,14,9,5,1,0,0,0
1497,1,0.7,0,5,0,32,0.7,92,3,9,1920,1933.0,1329.0,6,1,7,1,1,0,1
1992,1,,1,11,0,2,0.1,141,1,14,649,895.0,1.0,10,9,10,1,1,0,1
1494,0,,0,3,1,45,0.8,158,5,4,449,790.0,1.0,11,9,4,1,0,0,1
979,0,0.5,1,0,1,5,0.5,164,7,2,793,1670.0,3449.0,5,2,14,1,0,0,1
1231,0,1.2,1,5,0,54,0.8,185,3,10,632,1184.0,1.0,5,3,6,1,1,0,0
640,0,0.6,0,0,0,20,0.1,163,4,15,710,1179.0,2844.0,7,5,18,1,1,0,1
1057,0,2.1,0,4,0,5,0.5,154,5,13,416,1055.0,3705.0,6,4,13,1,0,0,1
1109,1,2.7,1,1,0,39,0.4,98,1,9,1391,1787.0,1524.0,15,10,7,1,1,1,0
1576,1,0.9,1,0,1,14,0.4,173,2,4,1213,,3220.0,17,2,6,1,1,0,1
1180,1,1.2,0,5,1,50,1.0,144,4,20,925,1252.0,1464.0,7,3,20,1,1,1,0
1330,1,1.3,1,14,0,3,0.3,83,5,17,980,,463.0,14,6,11,0,0,1,0
1836,0,1.1,1,0,0,14,0.7,104,5,1,168,,1.0,18,6,7,1,1,1,1
1846,1,0.6,0,1,0,19,0.7,159,1,2,83,773.0,1333.0,15,6,11,0,1,1,0
1694,0,1.8,0,0,0,53,1.0,186,6,0,1194,1208.0,,7,5,6,1,0,0,1
1844,1,2.3,1,1,0,51,0.7,158,8,3,533,882.0,1.0,5,1,14,0,1,1,0
689,0,2.9,1,3,1,7,0.8,147,2,6,487,722.0,1241.0,9,0,16,1,0,0,0
564,0,3.0,1,1,0,8,0.7,130,2,3,853,1737.0,2227.0,9,2,14,1,0,1,0
890,1,2.2,1,4,0,44,0.5,198,8,13,1074,,751.0,7,3,3,0,0,0,0
1347,0,2.9,0,5,0,44,0.6,132,1,14,434,,2484.0,18,2,11,1,0,1,1
807,1,0.5,1,0,0,37,0.2,127,4,0,245,829.0,2319.0,5,4,4,0,0,0,0
1314,1,2.2,0,0,1,40,0.8,116,7,1,328,1858.0,3033.0,9,8,17,1,1,1,1
808,1,0.5,1,3,0,46,0.5,105,8,15,119,,1082.0,15,5,10,1,0,1,0
765,1,2.5,0,3,0,44,0.3,88,8,11,1364,1851.0,2256.0,6,1,19,0,1,1,1
1523,1,2.4,0,5,1,57,0.2,117,2,6,247,539.0,3971.0,18,12,10,1,1,1,1
1945,0,1.6,1,0,1,57,0.3,195,4,1,743,1753.0,1.0,14,1,14,1,1,0,0
963,0,0.5,0,1,1,60,0.8,156,3,3,742,821.0,,12,6,16,1,0,0,1
534,0,0.5,1,0,1,16,1.0,189,5,1,393,1199.0,3926.0,16,12,20,1,0,0,1
1448,1,0.5,1,6,1,45,0.8,138,7,11,570,1724.0,3378.0,13,11,2,1,1,1,1
1253,0,0.7,0,0,1,34,0.9,113,4,10,161,647.0,1.0,7,3,8,1,1,1,1
623,0,1.4,1,0,1,15,0.2,189,3,1,778,844.0,3510.0,14,4,18,1,0,1,1
707,0,2.1,1,2,0,25,0.8,131,3,17,495,574.0,3838.0,9,2,7,1,0,1,1
1584,1,1.3,0,6,0,41,0.6,135,4,15,160,1291.0,1561.0,10,5,17,0,0,1,0
1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178.0,1519.0,9,4,5,1,0,1,1
1303,1,2.1,0,6,1,10,0.4,109,8,15,1335,1873.0,2219.0,9,3,15,1,1,1,1
962,1,1.1,1,3,0,17,0.1,161,8,20,546,1424.0,3438.0,14,3,20,0,0,0,1
680,1,2.4,0,13,1,34,0.4,157,2,17,686,,3845.0,15,1,4,1,1,1,1
794,0,2.5,1,15,0,14,0.6,197,3,19,312,1376.0,1.0,19,8,18,0,0,1,0
1108,1,2.9,0,10,0,52,0.1,183,2,12,130,1706.0,3264.0,16,1,13,0,1,1,1
1189,1,2.3,0,13,0,8,0.5,198,3,14,379,932.0,893.0,9,6,13,1,1,0,0
1436,0,2.5,1,0,1,42,0.9,124,8,1,1826,1836.0,2736.0,12,5,19,1,1,0,1
1095,1,0.5,0,4,0,45,0.5,197,1,5,179,1247.0,560.0,9,1,10,1,1,0,1
722,0,1.1,0,12,0,12,1.0,93,6,20,138,,1.0,13,6,3,0,0,0,0
1620,1,2.2,1,0,1,30,0.2,185,3,3,832,1033.0,1.0,6,0,18,1,0,0,0
1920,0,0.6,1,3,1,19,0.5,131,3,8,670,1152.0,1.0,13,0,4,1,1,0,1
1018,0,2.2,0,8,0,16,0.6,153,8,10,992,1433.0,3143.0,17,12,20,0,1,0,1
730,1,0.5,1,3,1,27,0.1,112,5,10,62,846.0,3623.0,9,4,15,1,1,0,1
1454,0,2.6,0,8,0,6,0.4,199,3,20,698,1018.0,1.0,10,0,2,0,0,1,0
1763,0,0.5,1,12,0,10,0.2,184,3,19,238,,1.0,17,12,13,1,0,1,1
1731,1,2.3,1,18,0,60,0.5,171,4,20,142,1039.0,1220.0,9,3,20,0,1,0,0
914,1,0.9,0,2,0,4,0.8,100,2,12,191,1495.0,,11,7,5,1,1,0,0
1677,0,1.8,1,4,0,11,0.7,124,6,8,271,1477.0,,15,6,12,1,0,0,1
1911,0,0.9,1,1,1,36,0.7,108,8,3,868,1632.0,3057.0,9,1,5,1,1,0,1
1097,0,2.1,1,6,0,64,0.2,161,3,8,419,,,14,5,9,1,0,1,1
863,0,1.6,1,5,1,6,0.7,133,4,13,717,1799.0,1.0,10,2,18,1,0,1,0
1604,1,1.7,0,2,0,33,1.0,191,8,5,134,939.0,1.0,13,10,12,0,1,1,0
1678,0,2.1,0,3,1,64,0.9,134,3,11,436,536.0,278.0,19,0,10,1,1,0,0
1345,1,3.0,0,7,1,38,0.1,162,3,11,512,1465.0,1.0,9,2,15,1,0,0,0
525,0,,1,11,0,35,0.8,190,7,20,82,670.0,1609.0,16,11,3,0,0,0,0
1581,1,1.0,0,9,0,41,0.4,172,4,19,693,850.0,1.0,19,9,2,0,1,1,0
1224,1,1.6,0,9,0,33,1.0,157,1,18,522,,3796.0,10,5,13,1,1,0,1
899,0,,1,13,1,57,0.9,172,2,18,788,1331.0,1.0,11,1,7,1,1,0,0
600,1,1.8,0,9,1,6,0.8,199,2,15,486,1032.0,3495.0,17,4,7,1,1,0,1
1254,0,1.7,0,0,1,45,0.4,146,3,3,1571,1956.0,1.0,7,2,2,1,1,1,0
1138,0,1.4,0,12,1,44,0.2,187,8,17,111,1138.0,3475.0,19,3,3,1,0,0,1
1414,0,0.5,0,0,1,15,0.8,168,2,0,294,1233.0,1.0,18,6,14,1,0,0,0
1483,1,,0,3,1,53,0.7,169,5,11,291,651.0,1.0,6,3,10,1,0,0,0
504,1,0.5,1,2,1,46,0.9,172,5,14,280,1795.0,2085.0,13,5,8,1,0,0,0
925,1,2.1,0,9,0,56,0.2,196,1,14,1262,1520.0,,8,0,5,1,0,0,1
1590,0,0.6,1,0,0,7,0.3,122,3,17,1464,1595.0,1201.0,12,3,18,1,1,1,1
538,0,0.8,0,12,1,2,0.8,177,7,13,235,662.0,1.0,8,4,9,1,0,1,0
1188,1,1.5,1,0,0,54,0.3,198,6,2,1150,1469.0,1.0,12,7,7,0,1,0,0
948,0,1.5,1,6,0,18,0.3,119,4,7,340,,2926.0,17,13,9,1,1,1,1
1583,1,1.6,0,5,1,42,0.8,118,3,10,275,862.0,3652.0,14,10,9,1,0,0,1
1130,1,0.5,1,1,1,29,0.7,130,1,14,593,1327.0,432.0,6,1,10,1,1,1,0
1236,1,2.8,0,6,1,32,0.3,143,4,18,492,1403.0,1.0,16,12,14,1,1,1,0
930,0,2.1,1,0,0,54,0.9,80,1,13,1569,1763.0,,7,1,9,0,1,0,1
686,1,,1,0,0,36,0.1,194,4,1,64,745.0,1503.0,10,0,13,0,0,0,1
543,0,,0,0,0,57,0.7,192,5,4,391,,1.0,17,14,15,1,0,0,0
1694,1,0.6,0,0,1,34,0.3,102,7,7,377,549.0,2298.0,17,5,2,1,1,0,1
783,1,1.7,1,9,1,27,0.3,150,6,11,458,1263.0,1.0,15,4,6,1,1,1,0
879,0,1.5,1,0,1,21,0.8,187,4,2,463,1038.0,2927.0,14,13,11,1,0,1,1
582,0,0.5,1,3,0,27,0.2,168,3,10,985,1420.0,2437.0,19,2,2,1,1,1,1
911,0,1.4,1,3,0,14,0.7,199,4,4,1563,1692.0,1.0,16,3,11,0,1,0,1
641,1,1.1,0,0,1,7,0.9,192,1,3,417,759.0,3595.0,7,5,19,1,1,1,1
819,0,0.6,1,8,1,42,0.9,300,6,20,339,1242.0,1.0,5,4,13,1,0,1,0
671,0,2.9,0,7,1,2,0.1,95,6,19,614,1617.0,2278.0,13,4,2,1,0,0,1
1184,0,1.5,1,1,1,48,0.6,191,1,6,519,1577.0,3315.0,17,7,14,1,1,1,1
1883,0,1.6,0,9,0,24,0.1,87,1,16,203,915.0,1.0,17,10,3,0,0,0,1
1624,1,2.6,1,0,0,58,1.0,200,3,11,1530,1744.0,1.0,13,4,18,0,1,1,0
1365,0,0.6,0,0,1,31,0.3,125,4,0,293,970.0,1300.0,14,7,13,1,0,1,0
557,0,0.5,1,3,0,17,0.2,89,6,4,322,710.0,2623.0,17,16,16,0,0,0,0
1715,1,,1,1,1,18,0.1,96,6,3,674,1375.0,,17,2,3,1,0,0,1
1882,1,1.3,1,8,0,47,0.2,140,2,13,119,652.0,2500.0,17,1,11,0,0,1,1
956,0,,0,1,1,41,1.0,143,7,6,511,,3286.0,17,8,12,1,1,0,1
1166,0,,0,3,1,25,0.8,198,5,4,59,1203.0,1.0,13,5,15,1,0,0,1
1703,1,1.5,1,17,1,55,0.7,138,5,19,1411,1711.0,,5,1,20,1,1,1,1
618,1,2.2,1,0,1,63,0.9,138,2,1,853,1781.0,2574.0,14,3,5,1,1,0,1
1269,1,2.8,1,16,0,41,1.0,180,8,17,406,1036.0,2341.0,10,9,16,0,0,1,1
1003,1,2.9,0,16,1,16,0.6,119,8,19,190,1905.0,1.0,16,7,10,1,0,0,0
517,0,,1,3,1,33,0.8,183,4,8,660,974.0,,17,16,11,1,0,1,1
1809,1,1.7,0,3,1,59,0.1,174,3,4,639,721.0,2324.0,10,6,16,1,0,1,1
772,0,1.0,1,0,1,23,0.6,97,7,11,317,1805.0,2782.0,7,0,17,1,0,0,1
1125,1,2.7,0,10,0,23,0.4,117,1,14,774,939.0,1641.0,14,8,12,1,1,0,0
1991,0,2.2,1,1,1,42,0.7,82,1,13,366,613.0,1.0,6,5,10,1,1,0,0
576,1,2.8,0,2,1,10,0.2,184,5,7,513,1438.0,,6,0,5,1,1,1,1
1866,1,2.5,1,3,1,47,0.8,89,5,9,358,1782.0,1.0,7,4,20,1,0,0,0
1070,1,3.0,0,9,0,19,0.8,160,7,16,90,1614.0,1.0,14,13,20,0,1,0,1
1753,0,0.7,0,4,0,40,0.6,191,4,11,1652,,1.0,8,2,15,1,1,1,0
1101,0,1.8,0,0,0,31,0.2,148,2,7,387,1269.0,,12,6,19,0,1,1,0
667,0,1.3,1,4,1,6,0.1,149,6,10,272,,1.0,9,5,12,1,0,1,1
1672,1,1.7,1,1,1,44,0.5,172,8,4,1250,1435.0,1.0,11,6,7,1,1,1,0
1086,0,2.7,0,0,1,24,0.1,135,8,19,1874,,3930.0,17,1,18,1,1,1,1
989,1,1.8,1,4,1,55,0.7,124,1,12,46,1069.0,1.0,8,5,10,1,0,1,0
1175,0,0.6,0,10,0,25,0.1,145,2,12,137,,3153.0,9,4,12,1,0,0,1
1260,0,0.6,0,5,1,13,1.0,106,6,6,165,736.0,2710.0,13,1,8,1,1,0,1
673,1,1.7,1,3,1,22,0.1,88,1,5,594,1088.0,2050.0,7,2,17,1,1,0,0
1747,0,0.5,0,4,0,13,0.7,185,6,12,800,873.0,3105.0,7,1,10,1,0,0,1
601,0,2.1,0,4,0,26,0.3,101,4,18,509,548.0,918.0,9,1,12,0,0,0,0
885,0,2.3,1,0,1,15,0.4,103,7,0,769,802.0,1410.0,16,10,5,1,1,1,0
1788,1,0.5,1,15,1,2,0.3,150,6,20,472,1073.0,2655.0,12,2,4,1,0,1,1
683,0,0.7,0,5,0,19,0.9,173,4,17,954,1985.0,2622.0,16,3,5,0,0,1,1
742,0,2.2,1,4,0,56,0.2,190,7,14,577,1359.0,,16,11,12,0,1,1,1
1712,0,1.4,0,1,0,63,0.5,137,7,12,747,1126.0,1.0,16,1,19,1,0,0,1
633,1,1.4,0,0,1,46,0.7,102,6,10,709,,1.0,19,14,11,1,1,0,0
733,1,0.6,1,0,0,63,0.3,105,7,10,950,1739.0,984.0,17,4,9,1,0,1,1
1902,0,0.5,0,10,0,13,0.2,155,4,11,766,877.0,940.0,14,10,15,1,1,0,0
1760,0,1.9,0,1,1,50,0.8,198,1,2,273,1704.0,1.0,10,8,4,1,1,0,1
511,1,,1,5,1,34,0.9,125,8,13,149,1285.0,3265.0,14,7,14,1,0,0,1
1206,0,3.0,1,10,1,30,0.6,127,3,13,1581,1713.0,1825.0,7,1,4,1,0,1,1
1987,1,1.9,0,0,0,50,0.7,119,8,18,960,1925.0,857.0,12,4,6,1,1,0,1
1872,1,2.3,0,6,0,44,0.7,134,3,15,459,1259.0,1955.0,9,4,15,1,0,1,1
1481,1,2.0,1,0,0,35,0.5,105,3,0,249,522.0,2635.0,17,16,4,1,0,1,1
1748,0,1.7,1,6,1,14,0.5,146,3,7,859,1234.0,3968.0,16,12,3,1,0,1,1
587,1,,0,16,1,51,0.6,111,1,17,244,1361.0,1.0,10,4,7,1,0,1,1
1154,0,1.2,1,0,1,49,0.2,181,8,2,541,1499.0,978.0,5,3,7,1,0,1,0
1289,0,0.8,1,3,1,16,0.9,161,6,17,713,1854.0,3167.0,14,8,20,1,1,0,1
503,0,1.2,1,5,1,8,0.4,111,3,13,201,1245.0,2583.0,11,0,12,1,0,0,1
712,0,0.5,0,6,0,27,0.5,86,2,11,1245,1309.0,2001.0,11,10,12,1,1,1,0
502,0,0.8,0,7,0,52,1.0,82,6,8,281,1159.0,,5,4,20,1,1,0,1
1445,0,2.2,1,2,0,37,0.4,82,2,6,527,1393.0,3480.0,17,16,17,1,1,1,1
1510,1,2.5,1,11,0,47,0.7,138,2,13,118,1170.0,887.0,18,6,5,0,0,0,0
1057,1,2.7,0,3,1,41,0.1,97,4,10,397,,2033.0,16,9,2,1,1,0,0
1905,1,0.5,0,3,1,6,0.5,151,1,5,849,898.0,1545.0,9,5,10,1,1,0,0
514,1,1.6,0,7,1,37,0.1,172,1,9,956,1723.0,,12,8,5,1,1,1,1
823,1,2.7,1,13,0,60,0.5,148,8,19,822,1449.0,905.0,14,11,17,1,1,1,0
1558,1,2.5,0,2,1,32,0.1,114,5,3,322,,878.0,16,5,17,1,1,1,0
675,0,2.4,0,1,0,42,0.6,187,7,2,482,874.0,2953.0,9,5,13,1,1,0,1
1864,0,,0,8,1,46,0.7,178,1,12,168,981.0,2686.0,11,7,18,1,1,1,1
1512,1,0.5,0,8,1,18,0.1,88,3,17,1079,1897.0,3607.0,12,10,6,1,1,1,1
1722,1,1.0,0,7,0,25,0.8,88,6,19,1179,1638.0,2376.0,5,1,19,0,0,1,1
1692,0,2.3,1,4,1,46,0.9,139,1,6,674,1925.0,1.0,16,10,6,1,1,0,0
1945,0,1.2,0,3,0,26,0.7,112,6,5,1064,1540.0,3322.0,18,7,20,0,0,1,1
654,1,1.3,0,0,1,52,0.7,196,4,4,1715,1898.0,,17,4,13,1,0,0,0
1332,0,0.8,1,2,0,11,0.5,187,2,4,758,1165.0,1.0,5,0,9,1,1,0,0
1454,1,0.5,1,1,0,34,0.7,83,4,3,250,1033.0,3419.0,7,5,5,1,1,0,1
1872,0,0.5,0,5,1,26,0.5,172,4,10,672,1088.0,,8,4,8,1,0,1,1
1166,1,0.5,0,7,0,59,0.5,80,1,11,437,638.0,3887.0,8,6,7,1,0,1,1
1218,0,1.8,1,1,1,14,0.5,147,3,4,229,,1.0,17,0,5,1,0,0,0
1821,1,1.2,0,13,1,44,0.6,141,2,14,1208,1212.0,1411.0,8,2,15,1,1,0,0
561,1,2.1,1,7,1,2,0.1,193,3,13,1055,1294.0,,10,0,4,1,1,0,1
1150,1,2.7,0,0,0,39,0.4,151,8,1,397,800.0,999.0,6,2,11,1,1,0,0
1288,0,2.8,1,15,0,50,0.1,121,2,20,1177,1809.0,,17,6,2,0,0,0,1
1242,1,2.4,0,8,0,28,0.2,166,4,9,315,1796.0,1.0,11,10,19,1,0,0,0
1790,1,2.3,1,3,1,49,0.5,100,3,11,396,1980.0,3568.0,6,2,18,1,0,1,1
1758,1,0.5,0,11,1,13,0.6,190,8,14,762,1864.0,1.0,6,2,15,1,0,0,1
1122,0,2.8,0,0,0,28,0.6,184,3,4,1578,1963.0,1402.0,14,10,3,0,1,0,0
1034,0,2.6,1,2,1,45,0.3,190,3,4,182,,1.0,15,1,7,1,0,0,1
1331,0,0.5,0,8,0,55,0.9,146,3,15,1162,,1732.0,6,2,11,1,0,1,0
957,1,,0,0,1,4,0.1,160,2,0,38,1682.0,1898.0,12,4,3,1,1,0,0
1918,0,2.8,0,1,0,22,0.3,139,1,5,381,1203.0,1369.0,9,6,6,0,1,1,0
1031,1,2.1,1,2,1,11,0.1,121,2,9,532,1247.0,2385.0,11,7,16,1,0,0,1
541,0,1.0,0,0,1,10,0.4,127,4,0,1836,1873.0,1019.0,19,9,15,1,1,0,0
676,0,,0,1,1,39,0.2,84,1,5,864,1011.0,,13,7,6,1,0,0,1
532,1,0.8,1,3,0,8,0.1,193,5,10,1213,1354.0,1.0,13,5,8,1,1,0,0
1702,1,2.3,1,12,1,47,0.6,107,2,19,1284,1643.0,595.0,10,0,19,1,0,1,0
1366,1,0.7,1,0,1,34,0.1,150,2,9,402,964.0,1.0,13,11,3,1,0,0,1
1485,0,2.8,0,3,1,44,0.1,138,4,14,341,774.0,1.0,14,12,8,1,1,0,1
1959,0,0.5,1,5,0,18,0.7,191,6,20,65,1055.0,619.0,7,4,8,1,1,1,0
569,0,0.6,1,2,0,39,0.1,184,8,9,389,739.0,1.0,7,6,7,1,0,1,0
1161,0,1.3,1,0,1,21,0.6,126,8,12,308,1169.0,3336.0,6,4,14,1,0,1,1
1620,0,2.6,1,6,0,5,0.9,186,6,18,434,1339.0,1086.0,18,14,13,1,0,0,0
1485,1,0.9,1,0,1,28,0.8,158,5,1,371,1023.0,3241.0,14,11,11,1,1,0,1
1251,0,0.5,1,10,1,29,0.7,133,6,16,308,591.0,1052.0,11,9,11,1,0,0,0
688,1,1.5,0,0,0,2,1.0,89,3,2,271,869.0,391.0,5,2,8,1,1,1,0
1659,0,2.8,0,5,0,16,0.6,89,1,20,819,902.0,3255.0,19,14,9,0,0,1,1
1715,0,1.9,0,4,1,3,0.1,171,5,6,79,1652.0,1.0,7,4,13,1,0,0,0
1270,1,0.6,1,2,1,32,0.5,101,7,6,299,845.0,1.0,5,3,13,1,1,0,1
1788,0,0.5,0,0,1,6,0.2,141,6,16,149,1022.0,2321.0,7,5,20,1,1,0,1
1232,0,1.2,0,12,0,30,0.9,131,6,14,625,761.0,1656.0,8,4,15,1,1,1,0
1191,0,2.4,1,2,0,13,0.9,169,1,7,179,1813.0,1.0,14,6,8,1,1,1,0
667,0,2.6,1,3,0,8,0.8,185,1,7,1015,1947.0,1.0,11,8,8,0,1,0,1
802,0,0.5,1,3,0,43,0.6,153,5,6,527,734.0,1.0,17,13,4,0,1,0,1
1266,0,2.6,0,1,0,18,0.4,86,7,2,1187,1595.0,398.0,16,8,3,1,1,1,0
618,0,2.1,0,2,0,6,0.3,86,1,4,1314,1688.0,1.0,13,10,15,0,0,1,1
1373,1,1.9,1,1,1,29,0.9,141,6,12,1220,,1.0,15,2,7,1,1,1,1
1988,1,0.5,0,0,1,16,0.1,94,8,1,153,696.0,3144.0,16,2,14,1,0,0,1
1976,1,2.6,1,6,0,45,1.0,136,4,19,652,1933.0,2470.0,11,1,3,0,0,0,1
1751,0,2.5,0,1,0,4,0.6,146,8,9,1499,1952.0,1.0,19,14,12,0,1,1,0
605,0,1.0,0,8,1,9,0.1,142,3,16,160,1026.0,392.0,15,6,4,1,0,0,0
1861,1,0.9,0,4,1,55,0.5,148,7,8,1698,1877.0,1.0,7,5,4,1,0,0,0
511,1,0.6,1,12,0,50,0.1,175,3,16,140,622.0,1484.0,9,7,8,1,0,0,0
1414,1,1.5,1,5,0,44,0.5,180,2,6,44,1118.0,3490.0,16,12,13,0,1,0,1
1375,0,2.9,0,2,0,20,0.4,147,6,7,596,679.0,3847.0,8,0,12,1,0,1,1
1994,1,,1,2,1,7,0.6,88,8,4,667,,1.0,11,8,6,1,1,0,0
1551,0,1.1,0,4,0,51,0.1,88,5,6,1738,1995.0,3844.0,11,8,4,0,1,0,1
1273,0,1.0,0,3,1,48,0.4,99,4,15,490,886.0,1767.0,18,15,11,1,1,0,0
1231,0,0.7,1,2,0,7,0.9,113,1,7,43,1663.0,3119.0,9,4,15,1,1,0,1
1170,1,1.2,0,4,0,30,0.4,83,8,15,27,1722.0,1.0,6,4,8,1,1,0,0
1027,1,2.2,0,0,0,63,0.8,102,5,4,152,714.0,1732.0,8,5,13,0,1,1,0
1450,0,2.1,0,1,0,31,0.6,114,5,4,1573,1639.0,,11,5,9,0,1,1,1
783,0,1.8,1,0,1,43,1.0,106,3,4,1198,1471.0,2016.0,16,4,18,1,1,0,0
1741,1,0.5,0,1,1,55,0.1,140,5,3,719,755.0,1.0,13,10,7,1,1,1,1
1843,1,,1,13,1,16,0.7,134,6,18,118,580.0,3213.0,15,14,15,1,1,0,1
1830,0,0.5,0,0,0,7,0.9,191,6,12,460,1583.0,2334.0,8,7,14,0,1,0,1
1628,1,1.8,1,11,0,56,0.1,136,2,13,500,1713.0,3358.0,17,11,12,1,1,1,1
536,1,,0,0,1,53,0.7,135,3,0,547,705.0,1211.0,15,10,7,1,0,1,0
721,1,1.3,1,10,0,16,0.9,125,1,18,408,1862.0,1713.0,10,3,4,0,1,1,0
1900,1,0.5,1,0,1,55,0.9,171,1,1,934,1241.0,3917.0,15,5,18,1,0,1,1
718,1,1.6,1,1,1,30,0.4,93,3,12,662,997.0,1.0,10,9,12,1,1,1,0
1110,0,0.6,0,1,0,42,0.9,192,5,2,1179,1262.0,1.0,12,8,18,1,1,0,0
1218,1,2.8,1,3,0,39,0.8,150,7,14,1122,,,10,0,12,0,0,0,0
915,0,1.1,0,6,0,56,0.6,187,8,17,532,1448.0,905.0,19,10,12,0,1,0,0
1512,0,0.6,1,1,1,54,0.4,134,3,2,220,,3366.0,7,3,11,1,0,1,1
1093,0,1.9,1,2,1,22,0.3,196,8,14,238,807.0,1.0,8,5,4,1,1,1,0
1714,0,0.5,1,7,0,31,0.4,120,2,10,287,627.0,3707.0,5,1,19,0,0,1,1
1983,1,1.2,1,6,1,27,0.6,125,1,11,370,1197.0,3897.0,12,10,10,1,1,1,1
838,0,0.5,0,1,1,13,0.1,196,8,4,984,1850.0,3554.0,10,9,19,1,0,1,1
511,0,0.9,1,15,1,24,0.6,136,3,18,367,1264.0,1.0,18,3,4,1,0,0,0
1129,1,,1,9,1,21,0.6,116,2,10,1128,1702.0,1400.0,11,0,13,1,1,0,0
1853,1,1.0,0,2,0,23,0.4,92,1,15,202,,1.0,14,4,17,1,0,0,1
1186,1,0.5,1,2,0,21,0.4,160,8,4,68,584.0,2361.0,17,8,7,1,0,0,0
1733,1,1.5,1,4,1,6,0.9,170,1,15,590,997.0,3488.0,6,4,10,1,1,1,1
825,1,0.5,1,7,0,52,0.9,130,3,10,597,863.0,3534.0,10,4,6,0,1,0,1
1654,0,1.8,0,1,0,11,0.3,146,7,2,1184,1719.0,1070.0,8,1,14,1,1,1,0
1897,1,1.9,0,2,1,54,0.3,154,2,7,630,738.0,,17,11,2,1,0,0,0
1135,1,,1,0,0,46,0.3,83,1,4,293,1846.0,3029.0,19,17,9,1,1,1,1
720,1,0.9,1,12,1,14,0.8,165,4,14,366,1234.0,1086.0,14,7,3,1,1,0,0
1703,1,0.5,0,0,1,22,0.6,192,1,0,286,1235.0,1046.0,5,4,13,1,0,1,0
797,1,,1,4,0,38,0.5,90,4,6,763,1413.0,590.0,9,2,6,0,1,0,0
984,0,0.5,1,3,1,9,0.8,140,3,20,531,707.0,841.0,18,15,16,1,0,0,0
1793,0,,0,12,1,44,0.7,175,5,17,655,1459.0,2803.0,19,9,6,1,1,1,1
1089,1,,1,12,1,2,0.7,145,5,15,636,1259.0,1.0,13,12,10,1,0,1,1
1967,0,0.5,0,0,1,46,0.6,199,1,7,518,1374.0,1567.0,15,2,7,1,1,0,0
553,0,0.5,1,2,1,23,0.5,119,3,3,993,1517.0,2981.0,7,3,14,1,0,0,1
1039,0,0.6,0,5,1,6,0.1,136,6,8,62,544.0,3212.0,15,7,7,1,0,1,1
1830,1,0.5,0,5,0,14,0.8,160,6,6,773,1353.0,1905.0,16,3,19,1,1,1,1
1428,1,1.6,0,0,0,7,0.1,153,4,2,584,983.0,1808.0,12,8,13,0,1,0,0
508,0,1.6,1,0,0,9,0.4,162,6,2,1419,1920.0,2616.0,18,8,10,1,1,1,1
1273,1,0.7,0,1,0,23,0.6,178,6,14,485,1399.0,558.0,8,5,13,1,0,0,0
1076,1,2.6,0,3,1,38,0.7,119,6,8,129,915.0,891.0,18,3,9,1,1,0,0
1874,1,0.6,0,1,0,19,0.8,192,2,9,1238,1418.0,1218.0,15,10,17,0,1,0,0
768,1,0.9,0,16,1,56,0.1,113,1,20,418,515.0,952.0,19,3,16,1,0,1,0
1312,1,0.8,1,0,0,24,0.9,156,6,0,115,1791.0,1.0,14,13,17,0,1,0,1
809,0,0.8,0,10,0,21,0.9,91,7,19,1453,1726.0,,18,7,3,0,0,0,0
1344,0,1.5,0,1,0,14,0.5,190,1,3,419,556.0,1.0,8,1,5,1,1,0,0
1762,0,0.6,0,3,1,26,0.1,83,6,14,525,704.0,2661.0,9,7,4,1,1,0,1
1356,1,0.5,1,0,0,35,0.8,131,1,19,782,951.0,3451.0,5,2,17,1,1,1,1
1564,0,2.3,0,4,1,25,0.5,189,6,17,1259,1965.0,1496.0,6,4,7,1,1,1,1
1464,1,0.5,1,11,0,12,0.9,117,2,14,854,1168.0,3927.0,5,3,15,0,1,1,1
